"record_count","total_passengers","origin_airport_id","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR"
2,1,11104,"Coll Island, United Kingdom",""
2,0,13049,"Lompoc, CA","CA"
2,1,14655,"Rowan Bay, AK","AK"
2,10,16457,"Chatham Kent, Canada","ON"
2,0,16186,"Trois Rivieres, Canada","QC"
2,0,12004,"Sungei Tekai, Malaysia",""
2,104,14759,"Mahe Islands, Seychelles",""
2,9,13040,"Lagos de Moreno, Mexico",""
2,421,15242,"Tokushima, Japan",""
2,0,12604,"Taszar, Hungary",""
2,55,11272,"Dublin, GA","GA"
2,0,14289,"Price, UT","UT"
2,24,13976,"Norman, OK","OK"
2,4,16348,"Salmon Bay Lake, AK","AK"
2,18,11425,"Death Valley, CA","CA"
2,0,11134,"Comodoro Rivadavia, Argentina",""
2,3,10059,"Lake Hasselborg, AK","AK"
2,4,15434,"Bermuda Dunes, CA","CA"
2,169,13245,"Mende, France",""
2,2,14147,"Point Lookout, MO","MO"
2,5,14835,"Sarajevo, Bosnia and Herzegovina",""
2,0,13571,"Mayaguana, The Bahamas",""
2,0,10095,"Nikiski, AK","AK"
2,68,15394,"Denver City, TX","TX"
2,1,16431,"Aberdeen, ID","ID"
2,0,15112,"Schwerin, Germany",""
2,0,10363,"Minocqua/Woodruff, WI","WI"
2,0,13392,"Marshall, MN","MN"
2,8,15640,"Vancouver, WA","WA"
2,6,12262,"Red Oak, IA","IA"
2,0,16517,"Chemehuevi Valley, CA","CA"
2,146,13750,"Merritt Island, FL","FL"
2,2,14199,"Port Frederick, AK","AK"
2,0,11513,"Eagle Harbor, AK","AK"
2,465,13451,"Miyanmin, Papua New Guinea",""
2,3,13909,"Akolik, AK","AK"
2,0,10912,"Calcutta, India",""
2,6,15382,"Thomasville, GA","GA"
2,0,15968,"Doha, Qatar",""
2,685,16462,"Muan, South Korea",""
2,6,10348,"Ann Arbor, MI","MI"
2,241,10604,"Bathurst, Australia",""
2,0,13383,"Malmo, Sweden",""
2,416,16018,"Castlegar/Nelson/Trail, Canada","BC"
2,230,14995,"Sharm El Sheikh, Egypt",""
2,2072,13435,"Moscow, Russia",""
2,0,16084,"Hay River, Canada","NT"
2,223,10897,"Canberra, Australia",""
2,0,11055,"Calipatria, CA","CA"
2,472,16244,"Fort St. John, Canada","BC"
2,0,13939,"Orapa, Botswana",""
2,6,13837,"Cincinnati, OH","OH"
2,1,12799,"Kosice, Slovakia",""
2,0,11830,"Clinton, IN","IN"
2,0,11491,"Needles, CA","CA"
2,4,13888,"Onion Bay, AK","AK"
2,0,14408,"Singapore, Singapore",""
2,0,11666,"Fairford, United Kingdom",""
2,0,13302,"Howell, MI","MI"
2,163,15920,"Quang Ngai, Vietnam",""
2,0,16358,"Waterville, WA","WA"
2,6,13782,"Fulton, NY","NY"
2,1,12723,"Kelp Bay, AK","AK"
2,276,12240,"Humberside, United Kingdom",""
2,0,10528,"Bondoukou, Cote d'Ivoire",""
2,7,14964,"Springdale, AR","AR"
2,0,10632,"Wooster, OH","OH"
2,1,11693,"Fond Du Lac, WI","WI"
2,0,10812,"St. James, MI","MI"
2,3,13471,"Grand Case, Saint Martin",""
2,362,12053,"Goiania, Brazil",""
2,0,16584,"Rampart, AK","AK"
2,11,10508,"Blacksburg, VA","VA"
2,0,10055,"Teshepkuk Lake, AK","AK"
2,0,13956,"Ostrava, Czech Republic",""
2,1,13242,"Meadville, PA","PA"
2,0,11464,"Noatak, AK","AK"
2,5,10623,"Bilbao, Spain",""
2,5621,15320,"Sandefjord, Norway",""
2,6,14322,"Big Port Walter, AK","AK"
2,0,10791,"Buenos Aires, Argentina",""
2,6,14587,"Rostov, Russia",""
2,10,11866,"Guernsey, United Kingdom",""
2,7,10432,"Avignon, France",""
2,4,10012,"Blairstown, NJ","NJ"
2,322,14883,"Salida, CO","CO"
2,0,13623,"Kenansville, NC","NC"
2,3,14497,"Reedsville, PA","PA"
2,6,16022,"Charlo, Canada","NB"
2,0,10175,"Al Dhafra, United Arab Emirates",""
2,105,10832,"Borrego Springs, CA","CA"
2,0,12828,"Samara, Russia",""
2,0,11353,"Duncan Canal, AK","AK"
2,0,11854,"Suffolk, United Kingdom",""
2,10,11510,"Eagle River, WI","WI"
2,0,15948,"Kimball, NE","NE"
2,0,16412,"Slaton, TX","TX"
2,12,13376,"Millinocket, ME","ME"
2,0,13601,"Nakhon Ratchasima, Thailand",""
2,0,10890,"Cambridge, United Kingdom",""
2,5,12312,"Wilkesboro, NC","NC"
2,310,11716,"Funchal, Portugal",""
2,26,12078,"Hattiesburg, MS","MS"
2,3,10580,"Big Lake, AK","AK"
2,84,12792,"Karup, Denmark",""
2,241,13980,"Asturias, Spain",""
2,46,11826,"Fort Worth, TX","TX"
2,0,13157,"Madera, CA","CA"
2,0,14397,"Kennesaw, GA","GA"
2,0,11662,"Freeport, IL","IL"
2,6,15033,"Sturgeon Bay, WI","WI"
2,0,16352,"Cloverdale, CA","CA"
2,3,11039,"Castlebar, Ireland",""
2,4,10455,"Eagle Nest, NM","NM"
2,49,11257,"Daggett, CA","CA"
2,0,11427,"Detroit Lakes, MN","MN"
2,0,15820,"Dorris, CA","CA"
2,0,13699,"Diego Garcia, British Indian Ocean Territory",""
2,0,11473,"Entebbe/Kampala, Uganda",""
2,9,14345,"Port Clinton, OH","OH"
2,10,16526,"Marshfield, MA","MA"
2,5,11650,"Minneapolis, MN","MN"
2,548,14219,"Humacao, PR","PR"
2,9,16120,"Murray Bay, Canada","QC"
2,1,14795,"Saginaw Bay, AK","AK"
2,2,10314,"Andeness, Norway",""
2,0,15078,"Sweetwater, TX","TX"
2,0,14105,"Paris, TN","TN"
2,0,10497,"Bhubaneswar, India",""
2,0,14946,"Santa Cruz de la Palma, Spain",""
2,111,14510,"Reynosa, Mexico",""
2,5,10089,"Red Fox Bay, AK","AK"
2,11,10009,"Homer, AK","AK"
2,44,13452,"Macomb, IL","IL"
2,0,14095,"Port Harcourt, Nigeria",""
2,4,16463,"Michellville, MD","MD"
2,1,12083,"Hebbronville, TX","TX"
2,4,15852,"Wiseman, AK","AK"
2,0,13317,"Monastir, Tunisia",""
2,0,10122,"Apalachicola, FL","FL"
2,0,16008,"Bronson Creek, Canada","BC"
2,77,10164,"Amman, Jordan",""
2,282,11334,"Dalian, China",""
2,0,10757,"Bosaso, Somalia",""
2,0,11767,"Floro, Norway",""
2,7772,13088,"Lhok Sukon, Indonesia",""
2,0,11609,"Eveleth, MN","MN"
2,787,15130,"Tashkent, Uzbekistan",""
2,7,12128,"Hiawatha, KS","KS"
2,1355,12287,"Kiev, Ukraine",""
2,2,12350,"Inverness, United Kingdom",""
2,0,11172,"Chengdu, China",""
2,11,15653,"Midland/Odessa, TX","TX"
2,158,13000,"Ljubljana, Yugoslavia",""
2,0,10013,"Crosbyton, TX","TX"
2,0,10311,"Andahuaylas, Peru",""
2,7,14465,"Dallas/Fort Worth, TX","TX"
2,7,13820,"Odessa, Ukraine",""
2,7,11453,"Houston, TX","TX"
2,19,11160,"Changsha, China",""
2,160,16151,"Prince Albert, Canada","SK"
2,2,16512,"Mattituck, NY","NY"
2,231,12158,"Jakarta, Indonesia",""
2,9,11009,"Carroll, IA","IA"
2,9,15706,"Winthrop, WA","WA"
2,0,15255,"Tulare, CA","CA"
2,0,14707,"Winnsboro, SC","SC"
2,5,10078,"Karluk Portage, AK","AK"
2,6,15365,"Tours, France",""
2,0,14762,"Saint Francois, Guadeloupe",""
2,0,10113,"Bethel, AK","AK"
2,0,14071,"Perth, Australia",""
2,0,12607,"Kariba, Zimbabwe",""
2,4,10471,"Biddeford, ME","ME"
2,0,13835,"Chillicothe, OH","OH"
2,0,15284,"Twentynine Palms, CA","CA"
2,9,11095,"Columbia, CA","CA"
2,0,14975,"Searcy, AR","AR"
2,7,11700,"Florence, Italy",""
2,7,14750,"Sebring, FL","FL"
2,0,11663,"Fremont, NE","NE"
2,0,14901,"St. Marie, Madagascar",""
2,0,12359,"Easter Island, Chile",""
2,1,11136,"Jacksonville, FL","FL"
2,0,10524,"Blanding, UT","UT"
2,0,10979,"Casa Grande, AZ","AZ"
2,5,10017,"Red Lake, AK","AK"
2,11,16582,"Thomson, GA","GA"
2,56,15079,"Strasbourg, France",""
2,9,16158,"Port Hawkesbury, Canada","NS"
2,5,16519,"Carlisle, PA","PA"
2,0,15873,"Charleston, WV","WV"
2,0,15194,"Tuxtla Gutierrez, Mexico",""
2,63,14584,"Rosario, Argentina",""
2,289,10430,"Ciego de Avila, Cuba",""
2,4,13453,"Indianapolis, IN","IN"
2,114,16423,"Andalusia/Opp, AL","AL"
2,0,15259,"Tifton, GA","GA"
1,4,10956,"Caen, France",""
1,8,12934,"Leesburg, FL","FL"
1,1,10611,"Bastia, France",""
1,2,13838,"Ravenna, OH","OH"
1,1,13544,"Milwaukee, WI","WI"
1,0,14310,"Porto Velho, Brazil",""
1,6,13268,"Melfa, VA","VA"
1,3,10083,"Village Islands, AK","AK"
1,2,10417,"Austin/Albert Lea, MN","MN"
1,2,10001,"Afognak Lake, AK","AK"
1,0,10900,"Cayo Coco, Cuba",""
1,44,15699,"Kasba Lake, Canada","NT"
1,0,10547,"Benghazi, Libya",""
1,0,13318,"Misima Island, Papua New Guinea",""
1,0,12742,"Khamis Mushait, Saudi Arabia",""
1,65,14651,"Farafangana, Madagascar",""
1,0,15761,"Phillips, WI","WI"
1,4,14934,"Solomon, AK","AK"
1,2,10722,"Bartow, FL","FL"
1,679,16251,"Terrace, Canada","BC"
1,0,16009,"Brandon, Canada","MB"
1,2,15615,"Venice, FL","FL"
1,169,14298,"Puerto Rico, Bolivia",""
1,0,16285,"Zamboanga, Philippines",""
1,0,13724,"Nossi-Be, Madagascar",""
1,3,14178,"Pamplona, Spain",""
1,0,14860,"Skopje, Macedonia",""
1,46,16182,"Chicoutimi, Canada","QC"
1,0,16079,"Hornepayne, Canada","ON"
1,5,13596,"Pottstown, PA","PA"
1,2,11712,"Greven, Germany",""
1,0,11048,"Clinton, OK","OK"
1,59,14243,"Pristina, Serbia",""
1,0,10034,"Serpentine, AK","AK"
1,0,14915,"Snyder, TX","TX"
1,0,10714,"Burgas, Bulgaria",""
1,636,16238,"White River, Canada","ON"
1,2,12074,"Haycock, AK","AK"
1,446,10156,"Achutupo, Panama",""
1,0,13093,"Lethem, Guyana",""
1,0,15603,"Vitoria, Brazil",""
1,25,16445,"Driggs, ID","ID"
1,3,11091,"Chiang Mai, Thailand",""
1,0,12658,"Nepalganj, Nepal",""
1,0,11610,"Yerevan, U.S.S.R.",""
1,0,15828,"Oceano, CA","CA"
1,0,10748,"Brno, Czech Republic",""
1,0,10983,"Caherciveen, Ireland",""
1,0,11191,"Pittsburgh, PA","PA"
1,7,10637,"Bodrum, Turkey",""
1,115,10875,"Campbeltown, United Kingdom",""
1,0,14384,"Boufarik, Algeria",""
1,30,16536,"Troy, AL","AL"
1,0,15908,"Xichang, China",""
1,1,10103,"Shannon Pond, AK","AK"
1,0,13773,"Overton, NV","NV"
1,237,13644,"Nordholz, West Germany",""
1,0,15737,"Winder, GA","GA"
1,8,16588,"West Dover, VT","VT"
1,0,13363,"Male, Maldives",""
1,0,14276,"Port Armstrong, AK","AK"
1,5,16475,"Durban, South Africa",""
1,0,11591,"Esmeraldas, Ecuador",""
1,2,15805,"Wood River, AK","AK"
1,3233,12118,"Korhogo, Cote d'Ivoire",""
1,0,14525,"Richmond, IN","IN"
1,0,11815,"Rexburg, ID","ID"
1,166,14834,"San Jose, Philippines",""
1,0,12276,"Nieuw Nickerie, Suriname",""
1,0,15324,"Tarakan, Indonesia",""
1,0,11687,"Valkaria, FL","FL"
1,8,13287,"Mitchell, SD","SD"
1,0,14599,"Covington, TN","TN"
1,0,10435,"Avalon, Australia",""
1,0,14885,"Shimla, India",""
1,2,12042,"Westerland-Sylt, Germany",""
1,0,10921,"Camden, AR","AR"
1,0,12340,"In Guezzam, Algeria",""
1,0,11742,"Scott, KY","KY"
1,2,14793,"Stuttgart, AR","AR"
1,2,16577,"Moncks Corner, SC","SC"
1,0,13075,"Lexington, KY","KY"
1,0,13503,"Maitland, Australia",""
1,2,15111,"San Cristobal, Mexico",""
1,7,13236,"Rangeley, ME","ME"
1,2,10964,"Cambridge, MD","MD"
1,0,14504,"Orenburg, Russia",""
1,0,16152,"Peace River, Canada","AB"
1,6,16025,"Kugluktuk/Coppermine, Canada","NU"
1,0,13553,"Monticello, UT","UT"
1,6,10177,"Padang Sidempuan, Indonesia",""
1,5,11968,"Gove, Australia",""
1,0,10836,"Rock Hill, SC","SC"
1,213,10235,"Aracaju, Brazil",""
1,3,16516,"Moscow, Russia",""
1,0,11635,"Farsund, Norway",""
1,1364,13275,"Montgomery, NY","NY"
1,145,10782,"Bratislava, Slovakia",""
1,0,14579,"Roosevelt, UT","UT"
1,5,10424,"Wausau, WI","WI"
1,2,16201,"Pembroke, Canada","ON"
1,0,13183,"Mamburao, Philippines",""
1,0,11107,"Cotonou, Benin",""
1,2,16565,"Uribia, Colombia",""
1,6,13331,"Mitiga, Libya",""
1,6,16419,"Sewanee, TN","TN"
1,0,12751,"Capanda, Angola",""
1,0,16461,"Lashkar Gah, Afghanistan",""
1,0,11148,"Cresswell Downs, Australia",""
1,9,15300,"Tromso, Norway",""
1,2,15847,"Washington, PA","PA"
1,13,10079,"Hope, AK","AK"
1,4,10769,"Boswell Bay, AK","AK"
1,197,11843,"Yamagata, Japan",""
1,0,14184,"Paranagua, Brazil",""
1,27,16190,"Stony Rapids, Canada","SK"
1,0,12009,"Zlin, Czech Republic",""
1,8,15692,"Puale Bay, AK","AK"
1,4,16552,"Burlington, NC","NC"
1,0,15937,"Emmen, Switzerland",""
1,4,10116,"Kachemak Bay, AK","AK"
1,242,16399,"Sanandaj, Iran",""
1,110,14253,"Port Said, Egypt",""
1,35,16243,"Medicine Hat, Canada","AB"
1,10,12080,"Harbour Island, The Bahamas",""
1,190,10160,"Izmir, Turkey",""
1,25,12247,"Hayward, CA","CA"
1,0,14295,"Poulsbo, WA","WA"
1,0,15456,"Quimper, France",""
1,7,13262,"Milford Sound, New Zealand",""
1,1,14854,"Thessaloniki, Greece",""
1,8,13423,"Montes Claros, Brazil",""
1,0,16075,"Hearst, Canada","ON"
1,6,13884,"Oneonta, NY","NY"
1,1809,13159,"Madang, Papua New Guinea",""
1,6,16541,"Okeechobee, FL","FL"
1,0,10820,"Butterworth, Malaysia",""
1,2,14063,"Perm, Russia",""
1,2,14904,"St. Moritz, Switzerland",""
1,0,11944,"Guerima, Colombia",""
1,26,16485,"Mamitupo, Panama",""
1,0,15824,"Bluff, AK","AK"
1,2,11313,"Shangri-La, China",""
1,1,10062,"Mooseville Airstrip, AK","AK"
1,0,15442,"Ufa, Russia",""
1,267,11821,"Unuk River, AK","AK"
1,3,11987,"Grosseto, Italy",""
1,1,15664,"Wichita, KS","KS"
1,0,11691,"Florencia, Colombia",""
1,9,14740,"Santander, Spain",""
1,1,14368,"Mont Laurier, Canada","QC"
1,3,16528,"Richmond, VA","VA"
1,2,12182,"Hooker Creek, Australia",""
1,0,13631,"Subic Bay, Philippines",""
1,10,15397,"Cleburne, TX","TX"
1,0,10318,"Ancona, Italy",""
1,3,16583,"Summerville, SC","SC"
1,0,10572,"Borger, TX","TX"
1,3,13357,"Mackay, Australia",""
1,120,10151,"Arrecife, Spain",""
1,25,15429,"Ubon Ratchathani, Thailand",""
1,0,16259,"Fort Nelson, Canada","BC"
1,0,13691,"Nouakchott, Mauritania",""
1,0,12106,"Natchez, MS","MS"
1,3,14514,"Rio Grande, Argentina",""
1,0,16035,"Dawson Creek, Canada","BC"
1,120,10186,"Akureyri, Iceland",""
1,0,14727,"Baghdad, Iraq",""
1,6,16520,"Middletown, DE","DE"
1,0,13280,"Moultrie/Thomasville, GA","GA"
1,118,14029,"Puerto Cabello, Venezuela",""
1,18,12694,"Kerry County, Ireland",""
1,2,11021,"Crafton Island, AK","AK"
1,100,12536,"Orange, CA","CA"
1,0,14586,"Russe, Bulgaria",""
1,110,14882,"Silistra, Bulgaria",""
1,4,13191,"McComb, MS","MS"
1,3,15715,"Washington, DC","DC"
1,2,16571,"Penn Yan, NY","NY"
1,0,15068,"Stawell, Australia",""
1,3,16424,"Frankfort, MI","MI"
1,57,13813,"Oceanside, CA","CA"
1,0,12225,"Huntsville, AL","AL"
1,0,14272,"Polokwane, South Africa",""
1,0,11780,"Ft. Stockton, TX","TX"
1,1328,10353,"Arkhangelsk, Russia",""
1,0,13545,"Mianwali, Pakistan",""
1,7,13120,"Las Vegas, NM","NM"
1,4,14311,"Preveza, Greece",""
1,385,15493,"Ushuaia, Argentina",""
1,0,14194,"Sherman-Denison, TX","TX"
1,0,11508,"Wellington, KS","KS"
1,44,14873,"Solwezi, Zambia",""
1,26,13177,"Mombasa, Kenya",""
1,100,10907,"Crisciuma, Brazil",""
1,0,12877,"Lae, Papua New Guinea",""
1,0,11397,"Cozad, NE","NE"
1,6,14441,"Southbridge, MA","MA"
1,4,16560,"Bend, OR","OR"
1,1,10549,"Berlin, Germany",""
1,0,10128,"Anaco, Venezuela",""
1,0,15252,"Tallinn, Estonia",""
1,8,11565,"Medellin, Colombia",""
1,3,15413,"Taylor, AZ","AZ"
1,30,16010,"Opapimiskan Lake, Canada","ON"
1,0,13106,"Laurel, MS","MS"
1,1,16502,"Oxford, NC","NC"
1,0,11836,"Lafayette, GA","GA"
1,1,13893,"Cobol, AK","AK"
1,0,10889,"Council Bluffs, IA","IA"
1,2,12310,"Jacksonville, IL","IL"
1,9,16547,"Pella, IA","IA"
1,0,12730,"Kerema, Papua New Guinea",""
1,0,11551,"Kemmerer, WY","WY"
1,4,16449,"Paragould, AR","AR"
1,0,13833,"Washington Court House, OH","OH"
1,2,12661,"Key Largo, FL","FL"
1,132,11949,"Grenoble, France",""
1,4,16491,"Princeton, ME","ME"
1,3,10066,"Blear Lake, AK","AK"
1,8,16272,"Gore Bay, Canada","ON"
1,2,12130,"Whitefield, NH","NH"
1,1,14544,"Ras Al Khaimah, United Arab Emirates",""
1,0,12971,"Lancaster, OH","OH"
1,0,14165,"Portsmouth, OH","OH"
1,51,13419,"Mosby, MO","MO"
1,0,13874,"Urmieh, Iran",""
1,24,16537,"Notchitoches, LA","LA"
1,0,15915,"Madison, SD","SD"
1,0,10104,"Omalik Lagoon, AK","AK"
1,2,13777,"Navegantes, Brazil",""
1,0,14623,"Warroad, MN","MN"
1,0,10698,"Banning, CA","CA"
1,0,16226,"Val d'Or, Canada","QC"
1,0,13646,"Blair, NE","NE"
1,0,10937,"Cape Eleuthera, The Bahamas",""
1,2,12353,"Isle of Man, United Kingdom",""
1,0,11758,"Kahli Cove, AK","AK"
1,0,11307,"Dhala, Yemen",""
1,0,14957,"Menongue, Angola",""
1,1243,10742,"Bari, Italy",""
1,40,13962,"Contadora, Panama",""
1,75,10976,"Ciudad Guayana, Venezuela",""
1,0,14526,"Rice Lake, WI","WI"
1,0,10381,"Asosa, Ethiopia",""
1,3,11176,"Columbia, SC","SC"
1,3,16165,"Red Deer, Canada","AB"
1,9,13140,"Lyon, France",""
1,8,10858,"Bakersfield, CA","CA"
1,0,11649,"Fresno, CA","CA"
1,10,15019,"Stockholm, Sweden",""
1,4,10802,"Buyo, Cote d'Ivoire",""
1,0,14039,"Prairie Du Chien, WI","WI"
1,0,11235,"Cauayan, Philippines",""
1,0,16119,"Mary's Harbour, Canada","NL"
1,0,12049,"Guayaramerin, Bolivia",""
1,0,11080,"Constanta, Romania",""
1,0,12396,"Wisconsin Rapids, WI","WI"
1,0,14127,"Panjgur, Pakistan",""
1,106,10182,"Adler/Sochi, Russia",""
1,0,14719,"Saarbrucken, Germany",""
1,0,13276,"Dusseldorf, Germany",""
1,3,10088,"Malina Bay, AK","AK"
1,0,15503,"Upington, South Africa",""
1,0,16323,"Sligo, Ireland",""
1,3951,12691,"Kirkuk, Iraq",""
1,0,12525,"Azraq, Jordan",""
1,0,14878,"Salem, IL","IL"
1,6,16203,"Alma, Canada","QC"
1,0,12327,"Ilo, Peru",""
1,0,10301,"Angers, France",""
1,1,13337,"Murcia, Spain",""
1,0,10137,"Abidjan, Cote d'Ivoire",""
1,0,13058,"Pickens, SC","SC"
1,169,14663,"Santa Cruz, Argentina",""
1,0,11581,"Erdenet, Mongolia",""
1,0,10494,"Bay City, TX","TX"
1,7,12820,"Kingston, Jamaica",""
1,7,15302,"Tortola, British Virgin Islands",""
1,3,11502,"Bergerac, France",""
1,4,14868,"Storm Lake, IA","IA"
1,1,14431,"Window Rock, AZ","AZ"
1,3,16553,"Oxford, ME","ME"
1,0,10117,"Selby Lake, AK","AK"
1,0,16401,"Tinak, Marshall Islands",""
1,0,10719,"Boku, Papua New Guinea",""
1,0,13492,"Maseru, Lesotho",""
1,2,12081,"Babelegi, South Africa",""
1,151,11139,"Charleroi, Belgium",""
1,0,10583,"Bagdad, AZ","AZ"
1,0,15094,"Stanton, MN","MN"
1,1,15609,"Valladolid, Spain",""
1,0,14118,"Pisco, Peru",""
1,23,15287,"Newton, IA","IA"
1,2,16499,"Johnstown, NY","NY"
1,0,11333,"Douala, Cameroon",""
1,0,10071,"Cosna River, AK","AK"
1,0,14173,"Paimiut, AK","AK"
1,0,15540,"Garrison, ND","ND"
1,2,14064,"Perugia, Italy",""
1,2758,11886,"Santo Angelo, Brazil",""
1,0,11264,"Daru, Papua New Guinea",""
1,1,10031,"Kantishna, AK","AK"
1,0,15760,"Black River Falls, WI","WI"
1,0,10337,"Apple Valley, CA","CA"
1,5,16442,"Millbrook, NY","NY"
1,6,11945,"Seoul, South Korea",""
1,2,14284,"Pottstown, PA","PA"
1,0,16486,"Greenwood, Canada","NS"
1,4,11314,"Dijon, France",""
1,0,12127,"Hawthorne, CA","CA"
1,0,12446,"Jacmel, Haiti",""
1,0,10392,"Arthur's Town, The Bahamas",""
1,0,14841,"San Jose, Bolivia",""
1,0,14741,"Saidu Sharif, Pakistan",""
1,0,10255,"Huntsville, AL","AL"
1,2,14371,"Culpeper, VA","VA"
1,5,16533,"Santo Domingo, Dominican Republic",""
1,0,13293,"Mount House, Australia",""
1,0,10100,"Carry Inlet, AK","AK"
1,12,15526,"Chariot, AK","AK"
1,0,14615,"Parowan, UT","UT"
1,0,14225,"Powell Point, The Bahamas",""
1,467,16127,"Manicouagan, Canada","QC"
1,0,13632,"Marietta, GA","GA"
1,24,15398,"Horseshoe Bay, TX","TX"
1,0,11130,"Cheraw, SC","SC"
1,0,10574,"Bangui, Central African Republic",""
1,0,16473,"Wichita, KS","KS"
1,0,14953,"Sapporo, Japan",""
1,0,15430,"Columbus, MS","MS"
1,5,13512,"Manitowoc, WI","WI"
1,0,13132,"Lexington, NE","NE"
1,0,16521,"Big Piney, WY","WY"
1,0,13758,"Newcastle, Australia",""
1,0,11232,"Colonia, Uruguay",""
1,0,13913,"Chelatna Lake Lodge, AK","AK"
1,0,10919,"Cortina d'Ampezzo, Italy",""
1,4,15716,"Waterford, Ireland",""
1,0,14790,"St. George, Australia",""
1,0,11409,"Drummond Island, MI","MI"
1,0,15977,"Polson, MT","MT"
1,4,13070,"Lathrop, CA","CA"
1,0,15588,"Vigo, Spain",""
1,5,16425,"Potsdam, NY","NY"
1,0,13819,"Oakland, MD","MD"
1,0,15417,"Congo Town, The Bahamas",""
1,0,13944,"Orange Walk, Belize",""
1,0,13675,"Nimba, Liberia",""
1,0,12393,"Istres, France",""
1,977,12943,"Bureta, Fiji",""
1,120,10227,"Atlantic City, NJ","NJ"
1,1,16511,"Indianapolis, IN","IN"
1,49,15001,"Siassi, Papua New Guinea",""
1,5,10780,"Butler, PA","PA"
1,2,16320,"Queenstown, New Zealand",""
1,224,14020,"Poza Rica, Mexico",""
1,0,10420,"Aguan, Papua New Guinea",""
1,0,16197,"St. Theresa Point, Canada","MB"
1,0,10909,"Concepcion, Chile",""
1,204,15377,"Tauta, Papua New Guinea",""
1,12,14446,"Rabaul, Papua New Guinea",""
1,0,11105,"Coleman, TX","TX"
1,0,16561,"Springerville, AZ","AZ"
1,5,10130,"Aarhus, Denmark",""
1,4,12215,"Hot Springs, VA","VA"
1,0,12625,"Kabul, Afghanistan",""
1,17,11911,"Great Harbour Cay, The Bahamas",""
1,5,16459,"Fremont, OH","OH"
1,2,10043,"Terror Lake, AK","AK"
1,29,11143,"Corsicana, TX","TX"
1,48,16015,"Cornwall, Canada","ON"
1,0,15845,"Wroclaw, Poland",""
1,0,15471,"Woomera, Australia",""
1,2,10764,"Basco, Philippines",""
1,4,16290,"Bromont, Canada","QC"
1,4,14864,"Saransk, Russia",""
1,3,14417,"Westminster, MD","MD"
1,4,16548,"Hampton, NH","NH"
1,0,10112,"Eagle Creek, AK","AK"
1,1,14069,"Progreso, Honduras",""
1,0,12733,"Kunming, China",""
1,0,13219,"Medford, WI","WI"
1,1,15996,"Kattiniq, Canada","QC"
1,3,15605,"Vicksburg, MS","MS"
1,0,16451,"Salome, AZ","AZ"
1,0,11094,"Melgar, Colombia",""
1,75,14290,"Puerto Deseado, Argentina",""
1,2,16495,"Simsbury, CT","CT"
1,1,10067,"Cannery Bay, AK","AK"
1,2,13260,"Marshfield, WI","WI"
1,0,10987,"Challis, ID","ID"
1,56,12457,"San Francisco, CA","CA"
1,0,10400,"Athens, OH","OH"
1,5,13420,"Washington, MO","MO"
1,6,16064,"Gaspe, Canada","QC"
1,6,10217,"Alghero/Sassari, Italy",""
1,0,12858,"Komsomolsk-na-Amure, Russia",""
1,0,16538,"Clinton, NC","NC"
1,0,11389,"Colusa, CA","CA"
1,6,14899,"Somerville, NJ","NJ"
1,9,10703,"Burns, OR","OR"
1,0,16228,"Norman Wells, Canada","NT"
1,0,13927,"Florence, OR","OR"
1,12083,13651,"Neryungri, Russia",""
1,0,13208,"Muscat, Oman",""
1,7,15747,"Isle Baltra, Ecuador",""
1,5,12358,"Iowa City, IA","IA"
1,26,11135,"Myrtle Beach, SC","SC"
1,124,11599,"Metz/Nancy, France",""
1,3,10060,"Distin Lake, AK","AK"
1,0,10743,"Bourke, Australia",""
1,258,16265,"Swift Current, Canada","SK"
1,60,14148,"Ponta Pelada, Brazil",""
1,56,13402,"Moose Lake, MN","MN"
1,0,13142,"Longyearbyen, Norway",""
1,7,11689,"Bunnell, FL","FL"
1,0,11030,"Chongqing, China",""
1,162,11236,"Chichen Itza, Mexico",""
1,8,12050,"Baku, Azerbaijan",""
1,0,15726,"Big Rapids, MI","MI"
1,2,13351,"Makemo, French Polynesia",""
1,0,15597,"Vichy, MO","MO"
1,0,16439,"Ulan-Ude, Russia",""
1,0,11582,"Kerrville, TX","TX"
1,24,15791,"Winnemucca, NV","NV"
1,4,10734,"Bequia, Saint Vincent and the Grenadines",""
1,0,13950,"Osijek, Croatia",""
1,0,10966,"Sao Paulo, Brazil",""
1,0,14822,"Sikeston, MO","MO"
1,58,16031,"Deer Lake, Canada","NL"
1,0,13852,"Sapporo, Japan",""
1,85,11972,"Galapagos Islands, Ecuador",""
1,0,10841,"Boyne Falls, MI","MI"
1,9313,15314,"Tom Price, Australia",""
1,1,10238,"Akron, OH","OH"
1,1,16518,"Centralia, Canada","ON"
1,0,12692,"Kimberley, South Africa",""
1,167,12531,"Joinville, Brazil",""
1,0,11860,"Marie Galante, Guadeloupe",""
1,0,14202,"Port Gentil, Gabon",""
1,0,10672,"Bellavista, Peru",""
1,0,13189,"Maues, Brazil",""
1,2,12029,"Batavia, NY","NY"
1,6,13808,"Ocean City, MD","MD"
1,0,14269,"Port Alice, AK","AK"
1,0,13229,"Middle Caicos, Turks and Caicos Islands",""
1,6,10955,"Silver City, Canada","YT"
1,8,11776,"Fort Sill, OK","OK"
1,99,12821,"Katherine, Australia",""
